0.152303	333.958000	Track 1
333.957881	778.064000	Track 2
778.063769	1074.450000	Track 3
1074.446221	1392.580000	Track 4
1392.575424	1682.970000	Track 5
1682.974527	2148.020000	Track 6
2148.022136	2459.890000	Track 7
2459.885142	2895.470000	Track 8
2895.472918	2895.472918	Track 9
3200.895665	3709.680000	Track 10
3709.676112	4000.520000	Track 11
4000.521246	4386.040000	Track 12
4386.044713	4772.000000	Track 13
4772.003332	5423.520000	Track 14
5423.524718	5543.520000	Track 15
