0.000000	359.000000	Track 01
359.000000	566.000000	Track 02
566.000000	798.000000	Track 03
798.000000	1080.000000	Track 04
1080.000000	1303.000000	Track 05
1303.000000	1507.000000	Track 06
1507.000000	1615.000000	Track 07
1615.000000	1834.000000	Track 08
1834.000000	2122.000000	Track 09
2122.000000	2314.000000	Track 10
2314.000000	2510.000000	Track 11
2510.000000	2739.000000	Track 12
