0.430424	361.879000	Big City Dwarves
361.879211	851.917000	Red Roadster
851.917251	1116.090000	Touchwood
1116.090151	1401.250000	Graffiti Street
1401.246235	1645.620000	Funky Atlanta
1645.619619	1981.890000	Spanish Love
1981.888585	2194.410000	Lifted Veil
2194.410572	2478.810000	Penguin Reference
2478.813414	2703.820000	Body Corporate
2703.817705	3140.590000	Rockoon
3140.590740	3422.300000	Girls on Broadway
